age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,predicted_probability
25,admin.,single,university.degree,no,yes,no,cellular,aug,mon,163,1,6,1,success,-2.9,92.201,-31.4,0.861,5076.2,yes,0.6925
43,admin.,divorced,university.degree,no,no,no,telephone,apr,fri,263,4,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,yes,0.6925
40,blue-collar,divorced,professional.course,no,no,no,cellular,jun,wed,115,2,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes,0.6894390743550836
30,admin.,married,university.degree,no,no,yes,cellular,may,mon,85,2,9,2,success,-1.8,93.876,-40.0,0.701,5008.7,no,0.6875
41,admin.,married,university.degree,no,yes,no,telephone,aug,thu,345,1,9,3,failure,-1.7,94.027,-38.3,0.899,4991.6,yes,0.6875
36,admin.,married,university.degree,no,yes,no,cellular,jul,wed,99,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.6872279210925645
26,admin.,single,university.degree,no,yes,no,cellular,jul,wed,226,2,999,0,nonexistent,-2.9,92.469,-33.6,0.979,5076.2,no,0.685
35,blue-collar,married,basic.9y,no,yes,no,cellular,dec,thu,105,1,4,3,success,-3.0,92.713,-33.0,0.707,5023.5,no,0.6825
83,retired,married,high.school,no,no,no,cellular,dec,thu,155,1,4,3,success,-3.0,92.713,-33.0,0.72,5023.5,yes,0.6825
37,admin.,married,university.degree,no,unknown,unknown,cellular,jun,fri,602,1,10,1,success,-1.7,94.055,-39.8,0.719,4991.6,yes,0.6825
56,retired,married,basic.4y,no,no,no,cellular,mar,wed,181,2,9,2,failure,-1.8,93.369,-34.8,0.644,5008.7,no,0.68
39,technician,divorced,high.school,no,no,no,cellular,mar,mon,174,1,3,1,success,-1.8,93.369,-34.8,0.639,5008.7,yes,0.68
34,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,427,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.68
53,admin.,single,university.degree,no,no,no,cellular,apr,thu,494,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes,0.6788657824253593
33,blue-collar,single,high.school,no,yes,no,cellular,mar,wed,163,1,999,0,nonexistent,-1.8,92.843,-50.0,1.602,5099.1,no,0.6776068719101345
53,housemaid,married,basic.4y,no,no,yes,telephone,nov,wed,513,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes,0.6775
29,services,single,unknown,no,yes,no,cellular,apr,thu,226,2,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,yes,0.6775
25,services,single,high.school,no,yes,no,cellular,jun,thu,239,2,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes,0.677218588770865
35,technician,single,professional.course,no,yes,no,cellular,jul,tue,577,6,6,1,success,-1.7,94.215,-40.3,0.835,4991.6,yes,0.6767046892663209
32,student,single,unknown,no,yes,no,cellular,may,wed,188,2,999,0,nonexistent,-1.8,93.876,-40.0,0.672,5008.7,yes,0.675
74,retired,divorced,basic.4y,no,yes,yes,cellular,jul,wed,106,2,999,0,nonexistent,-1.7,94.215,-40.3,0.896,4991.6,no,0.6725
66,retired,married,basic.4y,unknown,unknown,unknown,cellular,oct,wed,216,1,6,3,success,-1.1,94.601,-49.5,0.985,4963.6,yes,0.6725
53,blue-collar,single,basic.9y,no,yes,no,cellular,jul,wed,355,1,999,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,yes,0.67
32,admin.,married,university.degree,no,no,yes,telephone,oct,mon,27,1,999,0,nonexistent,-0.1,93.798,-40.4,4.912,5195.8,no,0.67
49,retired,married,high.school,no,yes,no,cellular,jul,wed,239,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0.67
36,admin.,married,high.school,no,no,no,cellular,mar,tue,168,1,999,0,nonexistent,-1.8,92.843,-50.0,1.799,5099.1,yes,0.6697266562910954
29,admin.,married,university.degree,no,yes,no,cellular,may,mon,167,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,0.6697183611532626
47,technician,married,basic.6y,no,no,no,cellular,sep,mon,164,2,6,3,success,-1.1,94.199,-37.5,0.882,4963.6,no,0.6675
78,retired,married,basic.4y,no,yes,no,telephone,mar,fri,139,1,999,0,nonexistent,-1.8,93.369,-34.8,0.636,5008.7,no,0.665
64,retired,married,university.degree,no,yes,no,cellular,apr,tue,146,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0.6642177715912806
37,technician,married,professional.course,no,yes,yes,cellular,mar,wed,395,1,9,1,success,-1.8,93.369,-34.8,0.644,5008.7,no,0.6642151906762492
34,technician,married,university.degree,no,no,no,cellular,jun,tue,116,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no,0.66
55,blue-collar,married,basic.9y,no,no,no,cellular,nov,mon,1077,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,yes,0.66
32,technician,married,professional.course,no,yes,no,cellular,oct,wed,275,2,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,yes,0.66
40,services,married,professional.course,no,yes,no,cellular,oct,thu,244,1,3,1,success,-3.4,92.431,-26.9,0.74,5017.5,yes,0.66
55,blue-collar,married,basic.9y,no,no,no,cellular,nov,mon,236,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,0.66
53,technician,married,high.school,no,yes,no,cellular,mar,tue,539,2,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,yes,0.66
50,management,married,university.degree,no,yes,no,cellular,oct,thu,305,2,4,1,success,-3.4,92.431,-26.9,0.754,5017.5,yes,0.6575
35,technician,single,professional.course,no,yes,no,cellular,jun,tue,187,1,6,2,success,-1.7,94.055,-39.8,0.713,4991.6,yes,0.6575
26,admin.,single,university.degree,no,yes,no,cellular,jun,wed,213,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,0.6558339026375632
37,admin.,divorced,university.degree,unknown,yes,no,cellular,may,mon,230,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,0.655
49,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,115,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,0.655
29,admin.,single,high.school,no,no,no,cellular,jun,wed,108,5,999,0,nonexistent,-1.7,94.055,-39.8,0.767,4991.6,no,0.655
39,technician,married,professional.course,no,yes,no,cellular,apr,thu,67,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,0.655
54,blue-collar,married,basic.9y,no,yes,no,cellular,jun,fri,239,2,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,yes,0.6547205614567527
78,retired,married,professional.course,no,yes,no,cellular,nov,wed,103,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no,0.6547133535660091
32,management,single,university.degree,no,yes,yes,cellular,mar,tue,97,1,999,0,nonexistent,-1.8,92.843,-50.0,1.687,5099.1,no,0.6541800067666798
28,admin.,married,high.school,no,yes,no,cellular,nov,tue,254,5,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes,0.6525
31,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,59,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no,0.6525
27,unknown,single,university.degree,no,yes,no,cellular,jun,wed,665,4,3,2,success,-1.7,94.055,-39.8,0.767,4991.6,yes,0.65
23,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,250,4,999,1,failure,-1.7,94.215,-40.3,0.846,4991.6,yes,0.65
30,student,single,unknown,no,no,no,cellular,mar,thu,101,1,14,1,success,-1.8,93.369,-34.8,0.635,5008.7,yes,0.65
26,technician,single,university.degree,no,no,no,cellular,jul,fri,129,2,6,1,success,-1.7,94.215,-40.3,0.861,4991.6,no,0.65
32,admin.,single,university.degree,no,no,no,cellular,jun,tue,856,1,12,2,success,-1.7,94.055,-39.8,0.737,4991.6,yes,0.6497217754172989
23,admin.,single,professional.course,no,yes,no,cellular,jul,wed,332,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0.6475
56,admin.,married,basic.9y,no,yes,no,cellular,aug,wed,73,1,4,1,success,-2.9,92.201,-31.4,0.879,5076.2,yes,0.6475
40,services,married,high.school,no,yes,no,cellular,nov,thu,90,3,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,yes,0.6475
29,admin.,married,university.degree,no,unknown,unknown,cellular,jul,tue,311,1,3,1,success,-1.7,94.215,-40.3,0.835,4991.6,yes,0.6473513287567724
28,admin.,married,university.degree,no,yes,no,cellular,apr,thu,63,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,0.6468080235608573
47,housemaid,single,professional.course,no,yes,no,cellular,apr,tue,242,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0.6464920449889375
53,unknown,married,professional.course,no,no,no,cellular,jun,thu,217,2,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,no,0.645
36,housemaid,single,university.degree,no,unknown,unknown,cellular,aug,fri,119,2,3,1,success,-2.9,92.201,-31.4,0.825,5076.2,no,0.645
30,admin.,single,university.degree,no,no,no,cellular,may,tue,113,1,6,1,success,-1.8,93.876,-40.0,0.668,5008.7,no,0.645
43,blue-collar,married,basic.9y,no,no,no,telephone,oct,tue,10,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,no,0.6425
38,blue-collar,divorced,unknown,no,no,no,cellular,nov,tue,154,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no,0.6425
38,technician,married,professional.course,no,yes,no,cellular,mar,thu,182,1,999,0,nonexistent,-1.8,92.843,-50.0,1.757,5099.1,yes,0.6407794655138633
31,technician,married,university.degree,no,yes,yes,cellular,oct,tue,203,4,6,2,success,-1.1,94.601,-49.5,0.982,4963.6,yes,0.6397150227617603
30,admin.,single,university.degree,no,no,no,cellular,jun,wed,656,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,0.6394368740515933
35,admin.,single,university.degree,no,yes,no,cellular,jul,fri,564,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0.6390740141328339
25,technician,single,university.degree,no,yes,no,cellular,jun,fri,271,2,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,no,0.638562619750205
48,technician,married,high.school,no,yes,no,cellular,oct,thu,215,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,0.6375
22,student,single,high.school,no,no,no,cellular,oct,fri,270,3,6,1,success,-3.4,92.431,-26.9,0.73,5017.5,yes,0.6375
50,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,244,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.6375
40,technician,single,university.degree,no,yes,no,cellular,nov,mon,139,2,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,no,0.635
41,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,thu,83,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,0.635
61,retired,married,high.school,no,yes,no,cellular,apr,tue,930,4,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,no,0.635
50,management,married,university.degree,no,no,no,telephone,jun,mon,278,5,6,1,success,-1.7,94.055,-39.8,0.72,4991.6,yes,0.6344447647951442
36,admin.,single,university.degree,no,no,no,cellular,nov,wed,149,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,0.6330283912907951
37,technician,married,professional.course,no,no,no,cellular,apr,thu,277,1,18,1,success,-1.8,93.749,-34.6,0.659,5008.7,yes,0.6325
26,unemployed,single,university.degree,no,yes,no,cellular,apr,tue,168,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes,0.6323338245902552
34,admin.,single,university.degree,no,yes,no,cellular,aug,thu,98,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,0.63
39,technician,divorced,high.school,no,no,no,cellular,mar,mon,222,1,12,2,success,-1.8,93.369,-34.8,0.639,5008.7,yes,0.63
30,technician,married,university.degree,no,yes,no,cellular,dec,thu,244,2,6,1,success,-3.0,92.713,-33.0,0.72,5023.5,yes,0.63
48,admin.,divorced,university.degree,no,yes,no,cellular,aug,fri,103,1,4,1,success,-2.9,92.201,-31.4,0.881,5076.2,no,0.63
69,entrepreneur,married,high.school,no,yes,no,cellular,jun,wed,178,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,0.63
27,admin.,single,university.degree,no,yes,no,cellular,may,fri,81,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no,0.6292937438632444
34,admin.,married,high.school,no,no,yes,cellular,sep,wed,214,2,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,no,0.6275
35,admin.,single,university.degree,no,no,no,cellular,jul,fri,91,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0.625
39,entrepreneur,married,basic.6y,no,no,no,cellular,sep,tue,106,4,16,2,failure,-3.4,92.379,-29.8,0.819,5017.5,no,0.625
35,admin.,single,university.degree,no,no,no,cellular,jul,fri,14,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0.625
48,management,married,high.school,no,no,no,cellular,jul,tue,116,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.6225
39,technician,single,professional.course,no,no,no,cellular,jul,mon,65,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,0.6225
25,admin.,single,high.school,no,yes,no,cellular,jul,thu,418,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0.6225
48,management,married,high.school,no,no,no,cellular,jul,tue,154,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.6225
85,housemaid,married,basic.4y,unknown,no,no,cellular,apr,tue,166,1,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,no,0.62
69,retired,married,basic.4y,no,yes,no,cellular,oct,thu,124,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,0.62
31,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,301,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.6175
53,admin.,divorced,university.degree,no,no,no,cellular,mar,thu,2486,1,999,0,nonexistent,-1.8,93.369,-34.8,0.654,5008.7,yes,0.6175
27,services,single,university.degree,no,no,no,cellular,mar,fri,212,1,999,0,nonexistent,-1.8,93.369,-34.8,0.649,5008.7,yes,0.6175
35,management,married,university.degree,no,no,no,cellular,nov,tue,190,3,7,3,failure,-3.4,92.649,-30.1,0.716,5017.5,no,0.6175
48,management,married,university.degree,no,yes,yes,cellular,nov,tue,747,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes,0.615
49,admin.,married,high.school,no,yes,no,cellular,apr,thu,216,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,0.615
53,technician,married,professional.course,no,yes,no,cellular,apr,thu,301,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,0.6148737758027853
27,student,single,high.school,no,no,no,cellular,mar,fri,219,1,999,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,yes,0.6125
30,blue-collar,married,high.school,no,no,no,cellular,mar,tue,658,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,yes,0.6125
74,retired,divorced,basic.4y,no,yes,no,cellular,apr,mon,142,2,999,0,nonexistent,-1.8,93.749,-34.6,0.643,5008.7,yes,0.6125
24,student,single,high.school,no,yes,no,cellular,oct,thu,423,3,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,0.6125
38,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,thu,60,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0.611997967400135
23,student,single,basic.9y,no,yes,no,cellular,dec,tue,256,2,999,0,nonexistent,-3.0,92.713,-33.0,0.708,5023.5,yes,0.6114189285357083
29,admin.,divorced,university.degree,no,yes,no,cellular,jun,wed,238,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,0.6111175132010304
31,admin.,married,high.school,no,yes,no,cellular,oct,thu,269,2,999,1,failure,-3.4,92.431,-26.9,0.722,5017.5,no,0.61
60,retired,married,basic.4y,unknown,yes,no,cellular,oct,fri,59,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,no,0.6089420809174907
33,technician,married,university.degree,no,yes,no,cellular,sep,wed,110,1,999,1,failure,-1.1,94.199,-37.5,0.876,4963.6,no,0.6075
45,management,married,university.degree,no,no,no,telephone,nov,tue,208,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,no,0.6075
25,services,single,unknown,no,yes,no,cellular,jun,tue,516,1,13,2,failure,-1.7,94.055,-39.8,0.702,4991.6,yes,0.605
26,admin.,single,high.school,no,yes,no,cellular,apr,mon,190,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0.605
85,retired,single,professional.course,no,no,no,cellular,mar,fri,116,7,7,2,success,-1.8,93.369,-34.8,0.653,5008.7,no,0.605
70,retired,married,basic.4y,no,yes,no,cellular,aug,fri,530,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,yes,0.605
32,admin.,single,professional.course,no,yes,no,cellular,jul,wed,72,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,no,0.6042821122212347
31,admin.,single,university.degree,no,unknown,unknown,cellular,oct,tue,192,1,3,1,success,-1.1,94.601,-49.5,1.008,4963.6,yes,0.6025
38,blue-collar,single,high.school,no,yes,no,telephone,mar,wed,557,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,yes,0.6025
22,student,single,high.school,no,no,no,cellular,aug,thu,53,2,3,1,success,-2.9,92.201,-31.4,0.873,5076.2,no,0.6025
59,admin.,divorced,university.degree,no,yes,no,cellular,mar,tue,236,1,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,yes,0.6020029655342062
28,admin.,single,university.degree,no,no,no,cellular,jul,thu,727,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,yes,0.600673710925572
52,admin.,married,professional.course,no,no,no,cellular,jul,tue,606,1,999,0,nonexistent,-1.7,94.215,-40.3,0.893,4991.6,yes,0.6
31,self-employed,single,university.degree,no,no,no,cellular,apr,thu,210,1,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,yes,0.6
33,blue-collar,single,basic.4y,no,yes,no,cellular,apr,thu,352,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,0.6
69,retired,married,unknown,no,no,no,cellular,apr,thu,117,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.6
32,technician,single,university.degree,no,no,no,cellular,jun,mon,1048,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes,0.597713884392412
34,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,177,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,0.5975
49,admin.,single,high.school,no,no,no,cellular,oct,fri,165,1,999,1,failure,-3.4,92.431,-26.9,0.739,5017.5,no,0.5975
28,admin.,single,university.degree,no,no,no,cellular,aug,wed,202,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,no,0.5962265857218477
28,technician,single,high.school,no,unknown,unknown,cellular,oct,wed,84,1,6,1,success,-3.4,92.431,-26.9,0.742,5017.5,yes,0.595
28,technician,single,professional.course,no,yes,no,cellular,nov,wed,296,1,999,1,failure,-3.4,92.649,-30.1,0.716,5017.5,yes,0.595
36,admin.,single,basic.9y,no,yes,yes,telephone,apr,wed,173,1,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,yes,0.5944866557734205
51,blue-collar,divorced,basic.4y,no,yes,no,cellular,may,tue,314,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no,0.5925
30,technician,unknown,university.degree,no,no,no,cellular,oct,fri,131,2,16,1,success,-1.1,94.601,-49.5,0.942,4963.6,no,0.5925
72,retired,married,basic.4y,no,unknown,unknown,cellular,apr,tue,44,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no,0.5925
26,admin.,married,high.school,no,no,no,cellular,jun,wed,598,4,12,3,failure,-1.7,94.055,-39.8,0.767,4991.6,yes,0.59
27,admin.,single,university.degree,no,no,no,cellular,oct,tue,143,1,999,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,no,0.5876282191818025
41,admin.,single,high.school,no,yes,no,cellular,aug,mon,606,1,6,1,success,-2.9,92.201,-31.4,0.861,5076.2,yes,0.5875
38,admin.,married,unknown,no,yes,no,cellular,jul,wed,87,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0.5875
50,retired,married,basic.4y,no,yes,no,cellular,jul,wed,128,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0.5875
22,services,single,professional.course,no,no,no,cellular,jul,tue,363,1,999,1,failure,-1.7,94.215,-40.3,0.835,4991.6,yes,0.5875
33,admin.,married,university.degree,no,yes,no,cellular,jun,tue,64,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no,0.5872172989377845
33,admin.,married,university.degree,no,yes,no,cellular,jun,tue,690,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes,0.5872172989377845
38,technician,married,professional.course,no,no,no,cellular,mar,thu,84,1,999,0,nonexistent,-1.8,92.843,-50.0,1.757,5099.1,no,0.5870126102378359
53,blue-collar,married,basic.6y,no,no,no,cellular,jun,thu,592,3,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,yes,0.585
27,student,single,basic.9y,no,yes,no,cellular,aug,wed,111,1,999,0,nonexistent,-1.7,94.027,-38.3,0.9,4991.6,no,0.5848536262147619
61,retired,married,basic.9y,no,no,no,cellular,apr,thu,165,2,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,no,0.5825
21,admin.,single,high.school,no,yes,no,cellular,apr,wed,122,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no,0.5825
34,admin.,married,university.degree,no,no,no,cellular,oct,fri,281,1,999,2,failure,-3.4,92.431,-26.9,0.73,5017.5,yes,0.5825
64,retired,married,university.degree,no,yes,no,cellular,apr,wed,102,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.5802467312910795
31,admin.,single,university.degree,no,yes,no,cellular,nov,wed,228,1,999,0,nonexistent,-1.1,94.767,-50.8,1.048,4963.6,no,0.58
46,housemaid,single,university.degree,no,yes,yes,cellular,jun,fri,324,1,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,yes,0.58
28,admin.,married,high.school,no,no,yes,cellular,may,wed,530,2,999,0,nonexistent,-1.8,93.876,-40.0,0.697,5008.7,yes,0.5797157056145675
25,services,single,unknown,no,yes,no,cellular,jun,tue,154,2,3,3,success,-1.7,94.055,-39.8,0.702,4991.6,yes,0.5775
55,admin.,married,university.degree,no,yes,yes,cellular,jul,fri,129,2,999,1,failure,-1.7,94.215,-40.3,0.79,4991.6,no,0.5775
71,retired,married,basic.4y,no,no,no,cellular,nov,tue,71,2,999,1,failure,-3.4,92.649,-30.1,0.715,5017.5,no,0.5775
41,technician,single,professional.course,no,yes,no,cellular,mar,mon,101,1,999,0,nonexistent,-1.8,92.843,-50.0,1.703,5099.1,no,0.5764929136030307
43,management,single,university.degree,no,yes,no,cellular,oct,tue,205,1,999,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,no,0.5760743856730631
52,admin.,married,university.degree,no,no,yes,telephone,apr,thu,395,3,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,yes,0.575
34,admin.,divorced,high.school,no,no,no,cellular,mar,fri,156,1,999,0,nonexistent,-1.8,93.369,-34.8,0.636,5008.7,no,0.575
25,unemployed,married,high.school,no,no,no,cellular,jun,thu,125,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,0.575
30,admin.,single,university.degree,no,no,no,cellular,aug,thu,122,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,0.5742305552267077
